0x9e61732d0b1c1674151a01ac0bba824c5b6258fb,2560,246
0xaa6cf4f0338e04a40709dfa3c653efc6cd9e65c9,3360,234
0x7170f578ca82897375f009ddea399df08f31bcff,2600,0
0x4c61559aa727380e3fa516b6a7ae397b87ec2384,3810,228
0xc5b481361bbcabb96ed0c835cee69b471449f49c,4180,240
0x6e7fdba0fe5067a25a3cf1df90429e3c949411e3,3780,246
0x27e81a296f5b80d319d2f3008f2d5998530e79e4,3740,303
0x52e584b4fba8688eb7edcabb18e65661a99acc67,4160,288
0x030352bba36c0c7cec8669f64a26d96d5d679bdb,3410,270
0xf561ebb8a40814c1cf3cc0a628df5a1bd7663b26,4040,72
0xca8e011de0edea4929328bb86e35daa686c47ed0,3990,236
0xcc9cd266776b331fd424ea14dc30fc8561bec628,3010,215
0x70ec36d53d4424eeb3b700f82369b966f94bc336,6670,111
0xd04cb4bcaa288d79a7ab577767d9ac24b27f8a4f,5900,96
0x28e8fbacc91e01d5f111017c0fc969334c7fde87,6320,115
0xe78a4c06a14e3ebf66218202e0edc3ee6d267b88,5800,147
0xfe32592fa0700d15e8325d531f12201b21c154f5,5870,104
0x717374a72320f7aa256e051c77435282a456ceaf,6770,138
0xd2c05c0c0063f0debcd0350191fcd66535c7bb44,6000,123
0x21ace0a094d98b34108a8cf583f2a379ec9ac3ee,5320,147
0x4dff92dcd046fcd75a62ea37d9c05c1c988b37d3,5600,87
0x560d1c7be6281e978efc73dfa2c0f17332d56c61,6920,108
0x73e5aff62fbd11e4b2a531883c0e775beb45b694,4120,45
0x7d86efc308a3b0bfe8c919b41bc0ca6bb1d9fbf1,5220,36
0x124634f589d73a0e524eb3b177ee449157ef3860,2550,45
0xd1317c1cef7b9bc2c2c62772c2f5f701baf0fd69,3120,33
0x116143ba590b7a7dc75f276243da0a4bfc0ae373,6370,117
0x761196a0030cd83ba0aa850d5c14398ef4f80d7f,4220,81
0xb0320c337737bb468c595db5c7fa8227fddae1fd,3850,99
0x8cddaa9c802eb4926a7cb39ee8cbeda6800d5412,5370,138
0x67ebab62c3b01a80d48dc41b9bc510f5a4582807,6570,120
0x0c42ceae2921b3a8c390e3c38a2c126730761911,6220,111
0xb592467450c6fa00d6f3505fc862ecd170f38734,5100,120
0x0ddb0f3af8595754e8d913f16a0605d10f6fb6ee,1970,3
0x295226d148533706caee6f94917b4134f53c1180,5790,111
0x1d93a6d7c9169b06f4c5fb8f9307c69192865ce3,5950,135
0x0a799b3dae89b7c2d7f9707c38a6a91914d0097f,5870,138
0x4b84c00859bae7c3d8afaf1048f8135ea09eb3e3,4800,102
0xed952d8617a1502078493f2f7a28e8a182e7b381,3270,60
0x41c6b9c149e0fe73e361d9c1dd8ff3ff7e4c313c,2820,24
0x288f342294f1735c3f7b8b54f2566845dac99c15,1450,30
0xb798d20126daa11f0f72ddb85db0417f6ab10454,2620,30
0x2c1ddb925c5b574f39b0641e07dea16488a1a9f7,4270,57
0x07071106dad0dc67da2ffb2339f8539c8df06671,2270,33
0x2d04e39bce5c5cf71ed6c49a31c7f383433e61d1,1950,24
0x85fe91a540a88beead2f18e3ab507537a30da875,4070,63
0x36f252fdd1eedef107c17d834cef9d213743cff7,3850,39
0x522367812b8aed7458600f8b887355e3cb590713,2420,24
0xbc4199ff6e0ca0a5f6fcc055ba9d1842fafe8370,4600,90
0x2ddc9afd10194631924ea5b8cd7fc03b4b6ccf51,6300,129
0x8a5508d8e60ac2c2b4897d30e3d3407fd42f7720,2080,44
0xcf1717b7dc2e17a53b0a9762e86c16d785ab9c3e,5370,84
0xfdf2f92541d8a78abc28f173be4578ccef716adc,1750,24
0xa21c574cbaa8b1c6f5bffa3342cead5c16792933,4020,39
0xac8fd8cb83ac3cd62cae425e0f3f25153a81edf6,1600,3
0xe325a1843e4f50d6ac8fd39ab2774cef6e70c200,3470,45
0x2ec1d0d103c1f78d85419b7afdff64546852fd30,5570,0
0x4e3a3b8e367490a5262481894358138a637155cf,4520,66
0xcdc888799762436da4d4c9b171ae2a1008cde986,4025,0
0x6026ab99f0345e57c7855a790376b47eb308cb40,6305,126
0xe64501211d47f1adebc1b2cbe8cd016348e09c35,5070,0
0xcde2c989bd0ae629bbbd9b7518178aff3e25e902,5240,114
0xc07d41645eb0adee30cf8f1952f32e99879a897c,3950,9
0xaacfc9371f98dd7f75ada6707e0d1185c76a6f31,4300,15
0x86c9699566647cd7db6906447856198c87600f99,4000,24
0xe8ccc4ea5406aa42ca655562fbe61c775292ff0b,4150,22
0x8ae4da69402d6d5e11949e11f6bc947a992d8e1e,4770,72
0xdd83641d9b1aa4d9096ba90b4fa2788d4dd061b2,3700,27
0x7d83f7682fddcfbb2ebb82975ef2fd0a3994e2ab,2020,12
